Activity Year, Respondent ID, Agency Code, Federal Tax ID, Respondent Name, Respondent Mailing Address, Respondent City, Respondent State, Respondent ZIP Code, Parent Name, Parent Address, Parent City, Parent State, Parent ZIP Code, Respondent Name (Panel), Respondent City (Panel), Respondent State (Panel), Assets, Other Lender Code, Region Code, LAR Count, Validity Error
2015,31-0985486,7,31-0985486,DEVELOPER'S MORTGAGE COMPANY,2700 E DUBLIN GRANVILLE ROAD SUITE 460,COLUMBUS,OH,43231,,,,,,DEVELOPER'S MORTGAGE COMPANY,COLUMBUS,OH,10000,3,5,244,N
2015,31-1060110,7,31-1060110,FIRST EQUITY MORTGAGE,211 GRANDVIEW DRIVE  SUITE 102,FORT MITCHELL,KY,41017,,,,,,FIRST EQUITY MORTGAGE  INC,MITCHELL,OH,31000,3,5,1667,N
2015,31-1076317,7,31-1076317,M/I FINANCIAL  LLC,3 EASTON OVAL  SUITE 340,COLUMBUS,OH,43219,M/I HOMES  INC,3 EASTON OVAL  SUITE 500,COLUMBUS,OH,43219,M/I FINANCIAL  LLC,COLUMBUS,OH,661894,3,5,3659,N
2015,31-1484057,7,31-1484057,FIRST OHIO HOME FINANCE  INC,385 COUNTY LINE RD W  STE 200,WESTERVILLE,OH,43082,,,,,,FIRST OHIO HOME FINANCE,WESTERVILLE,OH,2458,3,5,950,N
2015,31-1640871,7,31-1640871,WESTERN OHIO MORTGAGE INC,733 FAIR RD,SIDNEY,OH,45365,,,,,,WESTERN OHIO MTG CORP,SIDNEY,OH,1435,3,5,731,N
2015,31-1712553,7,31-1712553,RED MORTGAGE CAPITAL  LLC,10 W BROAD STREET  8TH FLOOR,COLUMBUS,OH,43215,RED CAPITAL GROUP  LLC,10 W BROAD STREET  8TH FLOOR,COLUMBUS,OH,43215,RED MORTGAGE CAPITAL  LLC,COLUMBUS,OH,10000,3,5,197,N
2015,32-0016270,7,32-0016270,AMCAP MORTGAGE LTD,9999 BELLAIRE BLVD STE 700,HOUSTON,TX,77036,,,,,,AMCAP MORTGAGE LIMITED,HOUSTON,TX,10000,3,6,12665,N
2015,32-0117926,7,32-0117926,LYNX MORTGAGE BANK  LLC,143 POST AVE,WESTBURY,NY,11590,,,,,,LYNX MORTGAGE BANK LLC,WESTBURY,NY,10,3,2,267,N
2015,33-0175937,7,33-0175937,ESSEX MORTGAGE,1100 W.  TOWN & COUNTRY RD. STE. 100,ORANGE,CA,92868,,,,,,DATAMORTGAGE INC.  DBA ESSEX,ORANGE,CA,10000,3,9,1955,N
2015,33-0231744,7,33-0231744,INTERNATIONAL CITY MORTGAGE,333 S ANITA DR  STE 300,ORANGE,CA,92868,,,,,,INTERNATIONAL CITY MORTGAGE,ORANGE,CA,2589,3,9,3323,N
2015,33-0397503,7,33-0397503,FRANKLIN LOAN CENTER,44800 VILLAGE COURT,PALM DESERT,CA,92260,,,,,,FRANKLIN LOAN CENTER,PALM DESERT,CA,10000,3,9,1472,N
2015,33-0419992,7,33-0419992,MOUNTAIN WEST FINANCIAL  INC.,1209 NEVADA STREET STE 200,REDLANDS,CA,92374,,,,,,MOUNTAIN WEST FINANCIAL  INC.,REDLANDS,CA,10000,3,9,11075,N
2015,33-0440315,7,33-0440315,BROADVIEW MORTGAGE CORPORATION,2200 W ORANGEWOOD AVENUE SUITE 215,ORANGE,CA,92868,,,,,,BROADVIEW MORTGAGE CORPORATION,ORANGE,CA,10000,3,9,4312,N
2015,33-0508282,7,33-0508282,JMJ FINANCIAL GROUP,26800 ALISO VIEJO PKWY #200,ALISO VIEJO,CA,92656,,,,,,JMJ FINANCIAL GROUP,ALISO VIEJO,CA,37008700,3,9,1295,N
2015,33-0534042,7,33-0534042,WHOLESALE CAPITAL COPORATION,23328 OLIVEWOOD PLAZA DRIVE,MORENO VALLEY,CA,92553,,,,,,WHOLESALE CAPITAL CORPORATION,MORENO VALLEY,CA,10000,3,9,2823,N
2015,33-0594693,7,33-0594693,RESIDENTIAL WHOLESALE MORTGAGE,11234 EL CAMINO REAL,SAN DIEGO,CA,92130,,,,,,RESIDENTIAL WHOLESALE MORTGAGE,SAN DIEGO,CA,5000,3,9,819,N
2015,33-0607813,7,33-0607813,EASTLAND FINANCIAL CORPORATION,106 DISCOVERY,IRVINE,CA,92618,,,,,,EASTLAND FINANCIAL CORPORATION,IRVINE,CA,1758162,3,9,108,N
2015,33-0649866,7,33-0649866,FIRST NATIONS HOME FINANCE,7330 ENGINEER ROAD. STE. #A,SAN DIEGO,CA,92111,,,,,,FIRST NATIONS HOME FINANCE,SAN DIEGO,CA,85350,3,9,1312,N
2015,33-0650958,7,33-0650958,GROUP 2000 REAL ESTATE SERVICE,8010 HAVEN AVE,RANCHO,CA,91730,,,,,,GROUP 2000 RES INC DBA,RANCHO CUCAMONGA,CA,1125,3,9,243,N
2015,33-0750812,7,33-0750812,R M K FINANCIAL CORP,9680 HAVEN AVE. SUITE 300,RANCHO CUCAMONGA,CA,91730,,,,,,R M K FNCL CORP,RANCHO CUCAMONGA,CA,16639,3,9,4574,N
2015,33-0816610,7,33-0816610,AMERICAN INTERBANC MORTGAGE,4 PARK PLZ #650,IRVINE,CA,92614,SEASHINE FINANCIAL  LLC,4 PARK PLZ STE 650,IRVINE,CA,92614,AMERICAN INTERBANC MTG LLC,IRVINE,CA,6512,3,9,875,N
2015,33-0828099,7,33-0828099,N A NATIONWIDE MORTGAGE,26361 CROWN VALLEY PARKWAY SUITE 100,MISSION VIEJO,CA,92691,,,,,,N A NATIONWIDE MORTGAGE,MISSION VIEJO,CA,0,3,9,122,N
2015,33-0834150,7,33-0834150,DLJ FINANCIAL,19500 JAMBOREE SUITE 200,IRVINE,CA,92612,,,,,,DLJ FINANCIAL,IRVINE,CA,112324,3,9,1523,N
2015,33-0865281,7,33-0865281,PODIUM MORTGAGE CAPITAL LLC,3010 LAVA RIDGE COURT STE 220,ROSEVILLE,CA,95661,,,,,,PINNACLE CAPITAL MORTGAGE CORP,ROSEVILLE,CA,10000,3,9,32426,N
2015,33-0886403,7,33-0886403,BM REAL ESTATE SERVICES INC,5016 NORTH PARKWAY CALABASAS,CALABASAS,CA,91302,,,,,,BM REAL ESTATE SERVICES,CALABASAS,CA,408000,3,9,1222,N
2015,33-0941669,7,33-0941669,PLAZA HOME MORTGAGE  INC.,4820 EASTGATE MALL  SUITE 100,SAN DIEGO,CA,92121,,,,,,PLAZA HOME MORTGAGE  INC.,SAN DIEGO,CA,10000,3,9,63075,N
2015,33-0962918,7,33-0962918,OCMBC  INC.,19000 MACARTHUR BLVD  SUITE 200,IRVINE,CA,92612,,,,,,OCMBC  INC,TUSTIN,CA,40000,3,9,1053,N
2015,33-0975529,7,33-0975529,PARAMOUNT RESIDENTIAL MORTGAGE,1265 CORONA POINTE COURT  SUITE 301,CORONA,CA,92879,,,,,,PARAMOUNT RESIDENTIAL MORTGAGE,CORONA,CA,4993,3,9,24181,N
2015,34-1194858,7,34-1194858,STONEGATE MORTGAGE CORPORATION,9190 PRIORITY WAY WEST DRIVE,INDIANAPOLIS,IN,46240,,,,,,STONEGATE MORTGAGE LLC,INDIANAPOLIS,IN,10000,3,5,68299,N
2015,34-1633105,7,34-1633105,RESIDENTIAL BANCORP,5686 DRESSLER RD  NW,NORTH CANTON,OH,44720,,,,,,RESIDENTIAL BANCORP,NORTH CANTON,OH,26491,3,5,3885,N
2015,34-1691741,7,34-1691741,AG CREDIT  ACA,610 W. LYTLE ST.,FOSTORIA,OH,44830,,,,,,AG CREDIT  ACA,FOSTORIA,OH,10000,3,5,368,N
2015,34-1716542,7,34-1716542,MID AMERICA MORTGAGE  INC.,15301 SPECTRUM DRIVE  SUITE 405,ADDISON,TX,75001,,,,,,MID AMERICA MORTGAGE  INC,ADDISON,TX,11000,3,6,8737,N
2015,34-1719615,7,34-1719615,SIRVA MORTGAGE INC.,6200 OAK TREE BLVD. STE 300,INDEPENDENCE,OH,44131,SIRVA  INC.,1 PARKVIEW PLAZA,OAKBROOK TERRACE,IL,60181,SIRVA MORTGAGE  INC.,INDEPENDENCE,OH,101315,3,5,3510,N
2015,34-1815339,7,34-1815339,UNION CAPITAL MORTGAGE CORP.,7676 REYNOLDS ROAD,MENTOR,OH,44060,,,,,,UNION CAPITAL MORTGAGE CORP,MENTOR,OH,10000,3,5,689,N
2015,34-2000096,7,34-2000096,MANN MORTGAGE LLC,1220 WHITEFISH STAGE,KALISPELL,MT,59901,,,,,,MANN MORTGAGE LLC,KALISPELL,MT,10000,3,8,8814,N
2015,3418909997,7,11-2108436,MID-ISLAND MORTGAGE CORP.,900 MERCHANTS CONCOURSE,WESTBURY,NY,11590,,,,,,MID-ISLAND MORTGAGE CORP.,WESTBURY,NY,10000,3,2,1621,N
2015,3444109999,7,15-6019325,SYRACUSE SECURITIES  INC.,5000 CAMPUSWOOD DR. SUITE 101,EAST SYRACUSE,NY,13057,,,,,,SYRACUSE SECURITIES INC.,SYRACUSE,NY,10000,3,2,1063,N
2015,3453209991,7,16-1074204,PARAGON HOME LOANS  INC.,5010 CAMPUSWOOD DRIVE,EAST SYRACUSE,NY,13057,,,,,,PARAGON HOME LOANS  INC,EAST SYRACUSE,NY,10000,3,2,1523,N
2015,35-1616238,7,35-1616238,RUOFF MORTGAGE COMPANY INC,1110 E DUPONY RD,FORT WAYNE,IN,46825,,,,,,RUOFF MORTGAGE COMPANY  INC,FORT WAYNE,IN,10000,3,5,7522,N
2015,35-1985128,7,35-1985128,GVC MORTGAGE  INC.,ONE PLAZA DRIVE  SUITE 3,PENDLETON,IN,46064,,,,,,GVC MORTGAGE  INC,PENDLETON,IN,10000,3,5,3916,N
2015,35-2195549,7,35-2195549,HAMILTON GROUP FUNDING  LLC,13650 NW 8TH STREET SUITE 109,SUNRISE,FL,33325,,,,,,HAMILTON GROUP FUNDING,SUNRISE,FL,10000,3,4,3042,N
2015,35-2352369,7,35-2352369,IDEAL HOME LOANS LLC,7900 E UNION AVE STE 700,DENVER,CO,80237,,,,,,IDEAL HOME LOANS LLC,DENVER,CO,7717,3,8,1900,N
2015,35-2486440,7,35-2486440,B2R FINANCE LP,4201 CONGRESS ST #475,CHARLOTTE,NC,28209,,,,,,B2R FINANCE L.P.,CHARLOTTE,NC,214531,3,4,8672,N
2015,36-3106024,7,36-3106024,AMERICAN FIDELITY MORTGAGE SER,4200 COMMERCE COURT  SUITE 200,LISLE,IL,60532,,,,,,AMERICAN FIDELITY MORTGAGE SER,LISLE,IL,10000,3,5,936,N
2015,36-3575871,7,36-3575871,PACOR MORTGAGE CORP.,4544 W. 103RD STREET,OAK LAWN,IL,60453,,,,,,PACOR MORTGAGE CORP.,OAK LAWN,IL,14292,3,5,1946,N
2015,36-3679626,7,36-3679626,CHICAGO FINANCIAL SERVICES  IN,1455 W HUBBARD ST STE 200,CHICAGO,IL,60642,,,,,,CHICAGO FINANCIAL SERVICES  IN,CHICAGO,IL,2880610,3,5,1296,N
2015,36-3935147,7,36-3935147,AMERICAN FINANCIAL FUNDING,10649 W 16RD PLACE,ORLAND PARK,IL,60467,,,,,,AMERICAN FINANCIAL FUNDING,ORLAND PARK,IL,1100,3,5,278,N
2015,36-3987946,7,36-3987946,PERL MORTGAGE  INC.,2936 W BELMONT AVE,CHICAGO,IL,60618,,,,,,PERL MORTGAGE,CHICAGO,IL,11000,3,5,7188,N
2015,36-4078960,7,36-4078960,AMERICAN PORTFOLIO MORTGAGE CO,800 E NORTHWEST HWY  SUITE 821,PALATINE,IL,60074,,,,,,AMERICAN PORTFOLIO MTG. CORP.,PALATINE,IL,9427,3,5,2197,N
2015,36-4115595,7,36-4115595,1ST ADVANTAGE MORTGAGE,701 E 22ND ST  SUITE 125,LOMBARD,IL,60148,DRAPER AND KRAMER,33 WEST MONROE,CHICAGO,IL,60603,1ST ADVANTAGE MORTGAGE  LLC,LOMBARD,IL,10000,3,5,6533,N
2015,36-4176531,7,36-4176531,FIRST CENTENNIAL MORTGAGE CORP,2471 W SULLIVAN ROAD,AURORA,IL,60506,,,,,,FIRST CENTENNIAL MORTGAGE CORP,AURORA,IL,10000,3,5,4217,N
2015,36-4226027,7,36-4226027,THE ANDERSON FINANCIAL GROUP ,2421 N ASHLAND,CHICAGO,IL,60614,,,,,,ANDERSON FINANCIAL GROUP,CHICAGO,IL,10000,3,5,425,N
2015,36-4327855,7,36-4327855,GUARANTEED RATE INC,3940 N RAVENSWOOD AVE,CHICAGO,IL,60613,,,,,,GUARANTEED RATE INC.,CHICAGO,IL,10000,3,5,67568,N
2015,36-4485107,7,36-4485107,CHICAGO MORTGAGE SOLUTIONS,333 KNIGHTSBRIDGE PARKWAY SUITE 210,LINCOLNSHIRE,IL,60069,,,,,,CHICAGO MORTGAGE SOLUTIONS,LINCOLNSHIRE,IL,10000,3,5,11973,N
2015,36-4489176,7,36-4489176,UNITED HOME LOANS,4 WESTBROOK CORPORATE CENTER  SUITE 650,WESTCHESTER,IL,60154,,,,,,UNITED HOME LOANS  INC.,WESTCHESTER,IL,17810,3,5,395,N
2015,36-4771976,7,36-4771976,CHERRYWOOD COMMERCIAL LENDING,20955 PATHFINDER ST.  SUITE 370,DIAMOND BAR,CA,91765-4050,CHERRYWOOD COMMERCIAL MORTGAGE,20955 PATHFINDER ST.  SUITE 205,DIAMOND BAR,CA,91765-4050,CHERRYWOOD COMMERCIAL LENDING ,DIAMOND BAR,CA,64589395,3,9,197,N
2015,3606909993,7,45-6002413,BANK OF NORTH DAKOTA,1200 MEMORIAL HWY,BISMARCK,ND,58501,STATE OF NORTH DAKOTA,STATE CAPITOL BUILDING,BISMARCK,ND,58501,BANK OF NORTH DAKOTA,BISMARCK,ND,35500,3,8,894,N
2015,37-1273743,7,37-1273743,MORTGAGE MAKERS,2205 - B SOUTH STATE ROUTE 157,EDWARDSVILLE,IL,62025,DW BROWN MORTGAGE,2205-B STATE ROUTE 157,EDWARDSVILLE,IL,62025,MORTGAGE MAKERS,EDWARDSVILLE,IL,10000,3,5,189,N
2015,37-1493496,7,37-1493496,PARKSIDE LENDING LLC,1130 HOWARD ST.,SAN FRANCISCO,CA,94103,,,,,,PARKSIDE LENDING LLC,SAN FRANCISCO,CA,9102,3,9,13373,N
2015,37-1542226,7,37-1542226,NEW PENN FINANCIAL  LLC,4000 CHEMICAL ROAD SUITE 200,PLYMOUTH MEETING,PA,19462,,,,,,NEW PENN FINANCIAL LLC,PLYMOUTH MEETING,PA,10000,3,3,41123,N
2015,37-1572886,7,37-1572886,MEADOWBROOK FINANCIAL MORTGAGE,825 EAST GATE BLVD.; SUITE 200,GARDEN CITY,NY,11530,,,,,,MEADOWBROOK FINANCIAL MORTGAGE,GARDEN CITY,NY,10000,3,2,1301,N
2015,37-1655726,7,37-1655726,RB MORTGAGE LLC,1 RANDOLPH BROOKS PKWY,LIVE OAK,TX,78233,,,,,,RB MORTGAGE  LLC,LIVE OAK,TX,1198,3,6,503,N
2015,3733609993,7,34-0083590,THE BANKERS GUARANTEE TITLE &,2872 WEST MARKET STREET,AKRON,OH,44333,,,,,,THE BANKERS G T & T CO.,FAIRLAWN,OH,10000,3,5,171,N
2015,38-1358859,7,38-1358859,GREENSTONE FARM CREDIT SERVICE,3515 WEST ROAD,EAST LANSING,MI,48823,,,,,,GREENSTONE FARM CREDIT SVCS,EAST LANSING,MI,10000,3,5,993,N
2015,38-2434249,7,38-2434249,TOWNE MORTGAGE COMPANY,2170 E BIG BEAVER ROAD STE A,TROY,MI,48083,,,,,,TOWNE MORTGAGE COMPANY,TROY,MI,35475880,3,5,6818,N
2015,38-2699549,7,38-2699549,AMERIFIRST FINANCIAL CORP,950 TRADE CENTRE WAY SUITE 400,KALAMAZOO,MI,49002,,,,,,AMERIFIRST FINANCIAL CORP,KALAMAZOO,MI,10000,3,5,17997,N
2015,38-2749215,7,38-2749215,VANDYK MORTGAGE CORPORATION,2449 CAMELOT CT SE,GRAND RAPIDS,MI,49546,,,,,,VANDYK MORTGAGE CORPORATION,GRAND RAPIDS,MI,10000,3,5,9970,N
2015,38-2750395,7,38-2750395,UNITED SHORE,1414 E. MAPLE ROAD,TROY,MI,48083,,,,,,UNITED SHORE FINANCIAL SERVICE,TROY,MI,10000,3,5,65165,N
2015,38-2799035,7,38-2799035,AMERIHOME MORTGAGE COMPANY  LL,21215 BURBANK BLVD  4TH FLOOR,WOODLAND HILLS,CA,91367,,,,,,AMERIHOME MORTGAGE CORPORATION,WOODLAND HILLS,MI,10000,3,5,75030,N
2015,38-2964508,7,38-2964508,MICHIGAN FIRST MORTGAGE INC,6501 HIGHLAND RD,WATERFORD,MI,48327,MICHIGAN FIRST CREDIT UNION,27000 EVERGREEN ROAD,LATHRUP VILLAGE,MI,48076,MICHIGAN FIRST MORTGAGE INC,WATERFORD,MI,764593751,3,5,812,N
2015,38-3305907,7,38-3305907,NORTHERN MORTGAGE SERVICES  IN,3714 28TH ST SW,GRANDVILLE,MI,49418,,,,,,NORTHERN MORTGAGE SERVICES  IN,GRANDVILLE,MI,3904,3,5,727,N
2015,38-3365241,7,38-3365241,HURON VALLEY FINANCIAL,2395 OAK VALLEY DRIVE,ANN ARBOR,MI,48103,,,,,,HURON VALLEY FINANCIAL  INC,ANN ARBOR,MI,10000,3,5,1624,N
2015,38-3434023,7,38-3434023,J VIRGIL INC,G-3404 MILLER RD,FLINT,MI,48507,,,,,,J VIRGIL INC,FLINT,MI,500,3,5,1672,N
2015,38-3480536,7,38-3480536,PILLAR CAPITAL FINANCE  LLC,8245 BOONE BLVD STE 710,VIENNA,VA,22182,,,,,,PILLAR CAPITAL FINANCE  LLC,VIENNA,VA,18442801,3,3,20,N
2015,38-3564305,7,38-3564305,GOLD STAR MORTGAGE FIN GROUP,100 PHOENIX DR.  SUITE 300,ANN ARBOR,MI,48108,,,,,,GOLD STAR MORTGAGE FINANCIAL,ANN ARBOR,MI,10000,3,5,5405,N
2015,38-3616059,7,38-3616059,MEMBER FIRST MORTGAGE  LLC,616 44TH STREET SE,GRAND RAPIDS,MI,49548,,,,,,MEMBER FIRST MORTGAGE  LLC.,GRAND RAPIDS,MI,11800,3,5,5125,N
2015,3804009998,7,34-4316985,NOIC  INC,6444 MONROE ST. SUITE 6,SYLVANIA,OH,43560,,,,,,THE NORTHERN OHIO INVESTMENT C,SYLVANIA,OH,10000,3,5,4025,N
2015,3827009995,7,34-1084436,UNION HOME MORTGAGE CORP,8241 DOW CIRCLE W,STRONGSVILLE,OH,44136,,,,,,UNION HOME MORTGAGE CO.,STRONGSVILLE,OH,10000,3,5,11381,N
2015,3833009998,7,31-0868609,AMERICAN MORTGAGE SERVICE COMP,11503 SPRINGFIELD PIKE,CINCINNATI,OH,45246,,,,,,AMERICAN MORTGAGE SERVICE COMP,CINCINNATI,OH,10000,3,5,6011,N
2015,3833709994,7,34-1180767,AMERICAN MIDWEST MORTGAGE CORP,6363 YORK ROAD,PARMA HEIGHTS,OH,44130,,,,,,AMERICAN MIDWEST MORTGAGE,PARMA HEIGHTS,OH,10000,3,5,1102,N
2015,3836209999,7,34-1324301,FIRST SECURITY MORTGAGE CORP.,15887 SNOW RD  SUITE 200,BROOK PARK,OH,44142,FIRST SECURITY MORTGAGE CORP,15887 SNOW RD SUITE 200,BROOK PARK,OH,44142,FIRST SECURITY MORTGAGE CORP.,BROOK PARK,OH,10000,3,5,172,N
2015,3840409990,7,31-1088264,PRIORITY MORTGAGE CORP.,150 E. WILSON BRIDGE ROAD  #350,WORTHINGTON,OH,43085,,,,,,PRIORITY MORTGAGE CORP.,WORTHINGTON,OH,10000,3,5,952,N
2015,39-0808592,7,39-0808592,BADGERLAND FINANCIAL,1430 NORTH RIDGE DRIVE,PRAIRIE DU SAC,WI,53578,,,,,,BADGERLAND FINANCIAL,PRAIRIE DU SAC,WI,10000,3,5,639,N
2015,39-1460253,7,39-1460253,WISCONSIN MORTGAGE CORPORATION,17450 WEST NORTH AVENUE,BROOKFIELD,WI,53005,SHOREWEST REALTORS,17450 WEST NORTH AVENUE,BROOKFIELD,WI,53045,WISCONSIN MORTGAGE CORPORATION,BROOKFIELD,WI,10000,3,5,1775,N
2015,39-1643702,7,39-1643702,ASSURED MORTGAGE  INC,12660 W CAPITOL DRIVE STE 100,BROOKFIELD,WI,53005,,,,,,ASSURED MORTGAGE INC.,BROOKFIELD,WI,1949296,3,5,156,N
2015,39-1767726,7,39-1767726,INLANTA MORTGAGE  INC.,611 N. BARKER RD. STE. 200,BROOKFIELD,WI,53045,,,,,,INLANTA MORTGAGE,BROOKFIELD,WI,39000,3,5,5817,N
2015,39-1774949,7,39-1774949,GATEWAY MORTGAGE CORPORATION,1202 60TH STREET,KENOSHA,WI,53140,,,,,,GATEWAY MORTGAGE CORPORATION,KENOSHA,WI,10000,3,5,330,N
2015,39-1856165,7,39-1856165,SHELTER MORTGAGE COMPANY  LLC,4000 W. BROWN DEER ROAD,BROWN DEER,WI,53209,NEW PENN FINANCIAL  LLC,4000 CHEMICAL ROAD SUITE 200,PLYMOUTH MEETING,PA,19462,SHELTER MTG CO LLC,BROWN DEER,WI,1270503,3,5,997,N
2015,39-1964163,7,39-1964163,AMERICAN LENDING SOLUTIONS LLC,N4365 STATE HWY 73,COLUMBUS,WI,53925,,,,,,AMERICAN LENDING SOLUTIONS  LL,COLUMBUS,WI,10861469,3,5,2959,N
2015,39-1968140,7,39-1968140,ACCUNET MORTGAGE LLC,13000 W SILVER SPRING DR.,BUTLER,WI,53007,,,,,,ACCUNET MORTGAGE  LLC,BUTLER,WI,22766,3,5,465,N
2015,39-1981638,7,39-1981638,MCGLONE MORTGAGE COMPANY  INC.,3701 E. EVERGREEN DRIVE  SUITE 500B,APPLETON,WI,54913,,,,,,MCGLONE MORTGAGE COMPANY  INC,APPLETON,WI,10000,3,5,902,N
2015,39-2051009,7,39-2051009,COMMONWEALTH MORTGAGE LLC,600 WEST CUMMINGS PARK SUITE 2500,WOBURN,MA,01801,,,,,,COMMONWEALTH MORTGAGE  LLC,WOBURN,MA,4391,3,1,2034,N
2015,3931809996,7,73-0675791,MORTGAGE CLEARING CORPORATION,5612 SOUTH LEWIS,TULSA,OK,74105,,,,,,MORTGAGE CLEARING CORPORATION,TULSA,OK,10000,3,6,2620,N
2015,41-0696318,7,41-0696318,UNITED FCS,4401 HIGHWAY 71 SOUTH,WILLMAR,MN,56201-1330,,,,,,UNITED FCS,WILLMAR,MN,10000,3,5,149,N
2015,41-1592297,7,41-1592297,C.U. MORTGAGE SERVICES  INC.,500 MAIN ST.  STE. 100,NEW BRIGHTON,MN,55112,CITY & COUNTY CREDIT UNION,144 E. 11TH  STREET,ST. PAUL,MN,55101,CU MORTGAGE SERVICES INC,NEW BRIGHTON,MN,250000,5,5,5821,N
2015,41-1718186,7,41-1718186,MORTGAGES UNLIMITED INC.,7365 KIRKWOOD COURT NORTH SUITE 300,MAPLE GROVE,MN,55369,,,,,,MORTGAGES UNLIMITED  INC.,MAPLE GROVE,MN,1518,3,5,1647,N
2015,41-1726353,7,41-1726353,SUMMIT MORTGAGE CORPORATION,13355 10TH AVE N  #100,PLYMOUTH,MN,55441,,,,,,SUMMIT MORTGAGE CORPORATION,PLYMOUTH,MN,10000,3,5,4579,N
2015,41-1795868,7,41-1795868,DITECH FINANCIAL LLC,3000 BAYPORT DRIVE  SUITE 880,TAMPA,FL,33607,WALTER INVESTMENT MANAGEMENT C,3000 BAYPORT DRIVE  SUITE 1100,TAMPA,FL,33607,DITECH FINANCIAL LLC,TAMPA,FL,6260444,3,4,190841,N
2015,41-1820555,7,41-1820555,RESCUE MORTGAGE INC,10740 LYNDALE AVE S  SUITE 19E,BLOOMINGTON,MN,55420,,,,,,RESCUE MORTGAGE INC,BLOOMINGTON,MN,1507,3,5,453,N
2015,41-1842999,7,41-1842999,MARKETPLACE HOME MORTGAGE LLC,7380 FRANCE AVE S # 200,EDINA,MN,55435,,,,,,MARKETPLACE HOME MORTGAGE  LLC,EDINA,MN,34593007,3,5,3928,N
2015,41-1925607,7,41-1925607,TRADITION MORTGAGE LLC,16995 BRANDTJEN FARM DRIVE  SUITE 300,LAKEVILLE,MN,55054,,,,,,TRADITION MORTGAGE LLC,LAKEVILLE,MN,10000,3,5,1895,N
2015,41-1941324,7,41-1941324,AMERICAN MORTGAGE & EQUITY CON,7760 FRANCE AVE SO  SUITE 1010,BLOOMINGTON,MN,55435,,,,,,AMERICAN MORTGAGE & EQUITY CON,ANDOVER,MN,4028990,3,5,6989,N
2015,41-1956286,7,41-1956286,AGSTAR FINANCIAL SERVICES,1921 PREMIER DR,MANKATO,MN,56001,,,,,,AGSTAR FINANCIAL SERVICES  ACA,MANKATO,MN,10000,3,5,1165,N
2015,41-1981350,7,41-1981350,VALLEY MORTGAGE INC,3301 13TH AVE S,FARGO,ND,58103,,,,,,VALLEY MORTGAGE INC,FARGO,ND,520000,3,8,678,N
2015,41-2062039,7,41-2062039,HOMEWAY MORTGAGE LLC,414 W. GRAND PKWY. S. STE. 116,KATY,TX,77494,,,,,,HOMEWAY MORTGAGE LLC,KATY,TX,2835607,3,6,192,N
2015,41-2259092,7,41-2259092,MCLEAN MORTGAGE CORPORATION,11325 RANDOM HILLS DRIVE #400,FAIRFAX,VA,22030,,,,,,MCLEAN MORTGAGE CORPORATION,FAIRFAX,VA,50010,3,3,5415,N
2015,41-2277737,7,41-2277737,FAY SERVICING,1801 S. MEYERS RD.  SUITE 210,OAKBROOK TERRACE,IL,60181,FAY SERVICING  LLC,440 S. LASALLE ST.  SUITE 2000,CHICAGO,IL,60605,FAY SERVICING  LLC,OAKBROOK TERRACE,IL,25961064,3,5,390,N
2015,42-1130287,7,42-1130287,IOWA BANKERS MORTGAGE CORPORAT,8800 NW 62ND AVE,JOHNSTON,IA,50131,,,,,,IOWA BANKERS MORTGAGE CORPORAT,JOHNSTON,IA,10000,3,7,7168,N
2015,42-1295369,7,42-1295369,RESIDENTIAL MORTGAGE NETWORK ,2461 10TH STREET SUITE 308,CORALVILLE,IA,52241,,,,,,RESIDENTIAL MTG NETWORK,CORALVILLE,IA,10000,3,7,365,N
2015,42-1462941,7,42-1462941,MIDWEST FAMILY LENDING CORP.,2753 99TH STREET,URBANDALE,IA,50322,,,,,,MIDWEST FAMILY LENDING CORP.,URBANDALE,IA,10000,3,7,892,N
2015,42-1518159,7,42-1518159,MJ MORTGAGE,2 N LOCUST ST,GLENWOOD,IA,51534,,,,,,MJ MORTGAGE,GLENWOOD,IA,100000,3,7,316,N
2015,42-1554181,7,42-1554181,PULTE MORTGAGE LLC,7390 S. IOLA STREET,ENGLEWOOD,CO,80112,PULTEGROUP  INC.,3350 PEACHTREE ROAD  NE,ATLANTA,GA,30326,PULTE MORTGAGE LLC,ENGLEWOOD,CO,31000,3,8,15756,N
2015,42-1586715,7,42-1586715,MORTGAGE WORLD BANKERS  INC,32-75 STEINWAY STREET,LONG ISLAND CITY,NY,11103,,,,,,MORTGAGE WORLD BANKERS  INC.,LONG ISLAND CITY,NY,10000,3,2,416,N
2015,42-1720343,7,42-1720343,V.I.P. MORTGAGE  INC.,4900 NORTH SCOTTSDALE RD STE 6000,SCOTTSDALE,AZ,85251,,,,,,V.I.P. MORTGAGE  INC.,SCOTTSDALE,AZ,10000,3,9,7529,N
2015,42-1739728,7,42-1739728,HOMEWARD RESIDENTIAL INC,1525 SOUTH BELT LINE ROAD,COPPELL,TX,75019,OCWEN LOAN SERVICING LLC,1661 WORTHINGTON ROAD SUITE 100,WEST PALM BEACH,FL,33409,HOMEWARD RESIDENTIAL  INC,COPPELL,TX,3809880,3,6,22386,N
2015,4263509992,7,25-1416138,LIBERTY MORTGAGE CORPORATION,3818 LIBERTY STREET,ERIE,PA,16509,,,,,,LIBERTY MORTGAGE CORPORATION,ERIE,PA,10000,3,3,256,N
